action_1_amount,action_1_player,action_1_street,action_1_type,action_2_amount,action_2_player,action_2_street,action_2_type,action_3_amount,action_3_player,action_3_street,action_3_type,action_4_amount,action_4_player,action_4_street,action_4_type,action_5_amount,action_5_player,action_5_street,action_5_type,action_6_amount,action_6_player,action_6_street,action_6_type,action_7_amount,action_7_player,action_7_street,action_7_type,action_8_amount,action_8_player,action_8_street,action_8_type,action_9_amount,action_9_player,action_9_street,action_9_type,community_cards,current_street,final_pot,final_stack,game_number,hand_name,hand_value,hole_cards,initial_seats,initial_stack,player_name,pot,round_count,street,win_rate,won_hand
10,yyfihyadvzegjvcpksbfhh,preflop,call,10,hpmemakoujupcuwtntjoeq,preflop,call,0,yyfihyadvzegjvcpksbfhh,flop,call,0,hpmemakoujupcuwtntjoeq,flop,call,0,yyfihyadvzegjvcpksbfhh,turn,call,0,hpmemakoujupcuwtntjoeq,turn,call,990,yyfihyadvzegjvcpksbfhh,river,raise,990,hpmemakoujupcuwtntjoeq,river,call,,,,,"H3,HT,SQ,H5,CK",river,2000,0,1,,,"C2,S2","[{'name': 'Player1', 'uuid': 'hpmemakoujupcuwtntjoeq', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'yyfihyadvzegjvcpksbfhh', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,river,0.37,0
10,jekwflighjbaywaowrlpqu,preflop,call,10,nsmdtydbdccdidygrpaxun,preflop,call,0,jekwflighjbaywaowrlpqu,flop,call,990,nsmdtydbdccdidygrpaxun,flop,raise,990,jekwflighjbaywaowrlpqu,flop,call,,,,,,,,,,,,,,,,,"H4,CT,D3",river,2000,2000,1,,,"ST,H7","[{'name': 'Player1', 'uuid': 'nsmdtydbdccdidygrpaxun', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'jekwflighjbaywaowrlpqu', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.76,1
10,xoiudaytxfgbdnijqyfxgw,preflop,call,10,mpafoaqnqfdygrjdqfkrbh,preflop,call,0,xoiudaytxfgbdnijqyfxgw,flop,call,0,mpafoaqnqfdygrjdqfkrbh,flop,call,0,xoiudaytxfgbdnijqyfxgw,turn,call,990,mpafoaqnqfdygrjdqfkrbh,turn,raise,990,xoiudaytxfgbdnijqyfxgw,turn,call,,,,,,,,,"H9,D3,H3,SA",river,2000,2000,1,,,"HA,D7","[{'name': 'Player1', 'uuid': 'mpafoaqnqfdygrjdqfkrbh', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'xoiudaytxfgbdnijqyfxgw', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,turn,0.87,1
10,uqglkllqfdredmixykbfrn,preflop,call,10,dvaamfangpjivjucftewst,preflop,call,0,uqglkllqfdredmixykbfrn,flop,call,0,dvaamfangpjivjucftewst,flop,call,0,uqglkllqfdredmixykbfrn,turn,call,0,dvaamfangpjivjucftewst,turn,call,0,uqglkllqfdredmixykbfrn,river,call,0,dvaamfangpjivjucftewst,river,call,,,,,"C8,C9,S6,C5,SK",river,20,990,1,,,"H6,CA","[{'name': 'Player1', 'uuid': 'dvaamfangpjivjucftewst', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'uqglkllqfdredmixykbfrn', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.47,0
10,pnphmrmokpbzqftnyxxnct,preflop,call,10,woxzksrntrglbsbpesselg,preflop,call,990,pnphmrmokpbzqftnyxxnct,flop,raise,990,woxzksrntrglbsbpesselg,flop,call,,,,,,,,,,,,,,,,,,,,,"C9,D4,SQ",river,2000,0,1,,,"S6,H8","[{'name': 'Player1', 'uuid': 'woxzksrntrglbsbpesselg', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'pnphmrmokpbzqftnyxxnct', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.27,0
10,qqctkuzpbvlgnhfdtyvrha,preflop,call,10,gsncaifthetspbwqtxyqoj,preflop,call,0,qqctkuzpbvlgnhfdtyvrha,flop,call,0,gsncaifthetspbwqtxyqoj,flop,call,0,qqctkuzpbvlgnhfdtyvrha,turn,call,0,gsncaifthetspbwqtxyqoj,turn,call,0,qqctkuzpbvlgnhfdtyvrha,river,call,0,gsncaifthetspbwqtxyqoj,river,call,,,,,"S7,DQ,C2,H9,CQ",river,20,990,1,,,"D3,D2","[{'name': 'Player1', 'uuid': 'gsncaifthetspbwqtxyqoj', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'qqctkuzpbvlgnhfdtyvrha', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.59,0
10,bggglheywikyrxfavxhkeq,preflop,call,10,qrvkhbolucoazeclwesgrt,preflop,call,0,bggglheywikyrxfavxhkeq,flop,call,0,qrvkhbolucoazeclwesgrt,flop,call,0,bggglheywikyrxfavxhkeq,turn,call,0,qrvkhbolucoazeclwesgrt,turn,call,0,bggglheywikyrxfavxhkeq,river,call,0,qrvkhbolucoazeclwesgrt,river,call,,,,,"D2,HA,D6,C6,S3",river,20,990,1,,,"H4,H9","[{'name': 'Player1', 'uuid': 'qrvkhbolucoazeclwesgrt', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'bggglheywikyrxfavxhkeq', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.06,0
10,cdmhccfnpafljdiuntortf,preflop,call,10,hgziaofbkieslwhsscrati,preflop,call,0,cdmhccfnpafljdiuntortf,flop,call,990,hgziaofbkieslwhsscrati,flop,raise,990,cdmhccfnpafljdiuntortf,flop,call,,,,,,,,,,,,,,,,,"H6,HQ,DQ",river,2000,0,1,,,"S6,CJ","[{'name': 'Player1', 'uuid': 'hgziaofbkieslwhsscrati', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'cdmhccfnpafljdiuntortf', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.73,0
10,hmuecspugjtefbzjtuasjl,preflop,call,10,epheaxfgvxtqbncpjzqmmz,preflop,call,990,hmuecspugjtefbzjtuasjl,flop,raise,990,epheaxfgvxtqbncpjzqmmz,flop,call,,,,,,,,,,,,,,,,,,,,,"C4,CQ,S3",river,2000,0,1,,,"D7,H9","[{'name': 'Player1', 'uuid': 'epheaxfgvxtqbncpjzqmmz', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'hmuecspugjtefbzjtuasjl', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.31,0
10,bsyzyqljffcubbdevurors,preflop,call,10,uvkasyeeipdosjzdqmecjc,preflop,call,0,bsyzyqljffcubbdevurors,flop,call,0,uvkasyeeipdosjzdqmecjc,flop,call,0,bsyzyqljffcubbdevurors,turn,call,0,uvkasyeeipdosjzdqmecjc,turn,call,0,bsyzyqljffcubbdevurors,river,call,0,uvkasyeeipdosjzdqmecjc,river,call,,,,,"HT,H2,HJ,S2,S7",river,20,990,1,,,"C4,CK","[{'name': 'Player1', 'uuid': 'uvkasyeeipdosjzdqmecjc', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'bsyzyqljffcubbdevurors', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.31,0
10,zbsfptvfvxtqacxgwwoaed,preflop,call,10,wepxsthcijbkqdgkirhnga,preflop,call,0,zbsfptvfvxtqacxgwwoaed,flop,call,0,wepxsthcijbkqdgkirhnga,flop,call,990,zbsfptvfvxtqacxgwwoaed,turn,raise,990,wepxsthcijbkqdgkirhnga,turn,call,,,,,,,,,,,,,"HJ,CJ,DK,HA",river,2000,0,1,,,"C7,C5","[{'name': 'Player1', 'uuid': 'wepxsthcijbkqdgkirhnga', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'zbsfptvfvxtqacxgwwoaed', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,turn,0.2,0
10,vyrwnxtxgprrhjfriuonyi,preflop,call,10,uvcapicfismexizptqfndm,preflop,call,0,vyrwnxtxgprrhjfriuonyi,flop,call,0,uvcapicfismexizptqfndm,flop,call,0,vyrwnxtxgprrhjfriuonyi,turn,call,0,uvcapicfismexizptqfndm,turn,call,0,vyrwnxtxgprrhjfriuonyi,river,call,0,uvcapicfismexizptqfndm,river,call,,,,,"CQ,SJ,S6,S9,H9",river,20,1010,1,,,"H8,SA","[{'name': 'Player1', 'uuid': 'uvcapicfismexizptqfndm', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'vyrwnxtxgprrhjfriuonyi', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.44,1
10,rkfocjwwsdixdolglqaatv,preflop,call,10,qmybjuwxyilklcvjkkbvuq,preflop,call,0,rkfocjwwsdixdolglqaatv,flop,call,990,qmybjuwxyilklcvjkkbvuq,flop,raise,990,rkfocjwwsdixdolglqaatv,flop,call,,,,,,,,,,,,,,,,,"D9,H3,SA",river,2000,2000,1,,,"C9,S3","[{'name': 'Player1', 'uuid': 'qmybjuwxyilklcvjkkbvuq', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'rkfocjwwsdixdolglqaatv', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.89,1
10,fbfbmvxdaialbcinrpnvvr,preflop,call,10,czvegwtqkgkixfkzcaiqvh,preflop,call,0,fbfbmvxdaialbcinrpnvvr,flop,call,0,czvegwtqkgkixfkzcaiqvh,flop,call,0,fbfbmvxdaialbcinrpnvvr,turn,call,0,czvegwtqkgkixfkzcaiqvh,turn,call,0,fbfbmvxdaialbcinrpnvvr,river,call,0,czvegwtqkgkixfkzcaiqvh,river,call,,,,,"D6,S6,H7,DJ,DT",river,20,1010,1,,,"SA,HQ","[{'name': 'Player1', 'uuid': 'czvegwtqkgkixfkzcaiqvh', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'fbfbmvxdaialbcinrpnvvr', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.4,1
10,pspkueiceqgoidvluwcghg,preflop,call,10,tgcpodxcowaacwxvjfklkd,preflop,call,0,pspkueiceqgoidvluwcghg,flop,call,0,tgcpodxcowaacwxvjfklkd,flop,call,0,pspkueiceqgoidvluwcghg,turn,call,0,tgcpodxcowaacwxvjfklkd,turn,call,0,pspkueiceqgoidvluwcghg,river,call,0,tgcpodxcowaacwxvjfklkd,river,call,,,,,"SQ,HK,D6,H9,CJ",river,20,1010,1,,,"C5,C9","[{'name': 'Player1', 'uuid': 'tgcpodxcowaacwxvjfklkd', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'pspkueiceqgoidvluwcghg', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.52,1
10,baapfaxyadwksixzlblzqc,preflop,call,10,jxgmkvpknktgwpzjoevwha,preflop,call,0,baapfaxyadwksixzlblzqc,flop,call,0,jxgmkvpknktgwpzjoevwha,flop,call,990,baapfaxyadwksixzlblzqc,turn,raise,990,jxgmkvpknktgwpzjoevwha,turn,call,,,,,,,,,,,,,"DT,C7,C6,DQ",river,2000,0,1,,,"H2,S5","[{'name': 'Player1', 'uuid': 'jxgmkvpknktgwpzjoevwha', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'baapfaxyadwksixzlblzqc', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,turn,0.09,0
10,yenkkuqzbmoirvotvttkbs,preflop,call,10,keqznwdhjqojowlfyifleq,preflop,call,0,yenkkuqzbmoirvotvttkbs,flop,call,990,keqznwdhjqojowlfyifleq,flop,raise,990,yenkkuqzbmoirvotvttkbs,flop,call,,,,,,,,,,,,,,,,,"C6,CT,H7",river,2000,2000,1,,,"H4,ST","[{'name': 'Player1', 'uuid': 'keqznwdhjqojowlfyifleq', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'yenkkuqzbmoirvotvttkbs', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.71,1
10,bqnnogemyjckeuoqnvckob,preflop,call,10,qmbkaqlhhhkzqseaivqkke,preflop,call,0,bqnnogemyjckeuoqnvckob,flop,call,0,qmbkaqlhhhkzqseaivqkke,flop,call,0,bqnnogemyjckeuoqnvckob,turn,call,0,qmbkaqlhhhkzqseaivqkke,turn,call,0,bqnnogemyjckeuoqnvckob,river,call,0,qmbkaqlhhhkzqseaivqkke,river,call,,,,,"HT,S8,HQ,S3,H2",river,20,1010,1,,,"SJ,C2","[{'name': 'Player1', 'uuid': 'qmbkaqlhhhkzqseaivqkke', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'bqnnogemyjckeuoqnvckob', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.37,1
10,exymslyyczgfvmgtmgevew,preflop,call,10,ykkkllvuogczqixwjmijlo,preflop,call,0,exymslyyczgfvmgtmgevew,flop,call,990,ykkkllvuogczqixwjmijlo,flop,raise,-1,exymslyyczgfvmgtmgevew,flop,raise,,,,,,,,,,,,,,,,,"DT,C7,DQ",flop,1010,1010,1,,,"D7,C8","[{'name': 'Player1', 'uuid': 'ykkkllvuogczqixwjmijlo', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'exymslyyczgfvmgtmgevew', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.71,1
10,mlruvtqeubizaqzruygdiy,preflop,call,10,ufmutszzstnmwfthfdsoyq,preflop,call,0,mlruvtqeubizaqzruygdiy,flop,call,0,ufmutszzstnmwfthfdsoyq,flop,call,0,mlruvtqeubizaqzruygdiy,turn,call,0,ufmutszzstnmwfthfdsoyq,turn,call,990,mlruvtqeubizaqzruygdiy,river,raise,990,ufmutszzstnmwfthfdsoyq,river,call,,,,,"H7,H9,H6,S8,D3",river,2000,0,1,,,"C7,H4","[{'name': 'Player1', 'uuid': 'ufmutszzstnmwfthfdsoyq', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'mlruvtqeubizaqzruygdiy', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,river,0.4,0
10,hhwpxjuueeqhtakctjoecy,preflop,call,10,frqfffsxmkwqjnzojtvjiv,preflop,call,0,hhwpxjuueeqhtakctjoecy,flop,call,0,frqfffsxmkwqjnzojtvjiv,flop,call,0,hhwpxjuueeqhtakctjoecy,turn,call,0,frqfffsxmkwqjnzojtvjiv,turn,call,0,hhwpxjuueeqhtakctjoecy,river,call,0,frqfffsxmkwqjnzojtvjiv,river,call,,,,,"S6,C3,S3,S2,S7",river,20,1010,1,,,"HT,D7","[{'name': 'Player1', 'uuid': 'frqfffsxmkwqjnzojtvjiv', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'hhwpxjuueeqhtakctjoecy', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.53,1
10,wkxqiwrybmshvdxmqgaxuv,preflop,call,10,haxqbsnydrmvkdmsfntjmq,preflop,call,0,wkxqiwrybmshvdxmqgaxuv,flop,call,0,haxqbsnydrmvkdmsfntjmq,flop,call,0,wkxqiwrybmshvdxmqgaxuv,turn,call,0,haxqbsnydrmvkdmsfntjmq,turn,call,990,wkxqiwrybmshvdxmqgaxuv,river,raise,990,haxqbsnydrmvkdmsfntjmq,river,call,,,,,"C7,H4,D9,DJ,CK",river,2000,0,1,,,"H8,C4","[{'name': 'Player1', 'uuid': 'haxqbsnydrmvkdmsfntjmq', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'wkxqiwrybmshvdxmqgaxuv', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,river,0.43,0
10,cynpdbsjpsrlbacxkigkuj,preflop,call,1000,dfitmsevzipjkojarlhwcb,preflop,raise,1000,cynpdbsjpsrlbacxkigkuj,preflop,call,,,,,,,,,,,,,,,,,,,,,,,,,,river,2000,2000,1,,,"SQ,HQ","[{'name': 'Player1', 'uuid': 'dfitmsevzipjkojarlhwcb', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'cynpdbsjpsrlbacxkigkuj', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,preflop,0.82,1
10,nitgjtahcyhxmedmegmxdz,preflop,call,10,ayjkgwvwztykaemzezqnwc,preflop,call,990,nitgjtahcyhxmedmegmxdz,flop,raise,990,ayjkgwvwztykaemzezqnwc,flop,call,,,,,,,,,,,,,,,,,,,,,"HK,CJ,D3",river,2000,2000,1,,,"D5,D7","[{'name': 'Player1', 'uuid': 'ayjkgwvwztykaemzezqnwc', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'nitgjtahcyhxmedmegmxdz', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.26,1
10,zifjdpofredizbywnhmwyg,preflop,call,10,kfyodyvdcqdkjrbevjdiau,preflop,call,0,zifjdpofredizbywnhmwyg,flop,call,0,kfyodyvdcqdkjrbevjdiau,flop,call,0,zifjdpofredizbywnhmwyg,turn,call,0,kfyodyvdcqdkjrbevjdiau,turn,call,0,zifjdpofredizbywnhmwyg,river,call,0,kfyodyvdcqdkjrbevjdiau,river,call,,,,,"D6,D4,HK,H2,CA",river,20,990,1,,,"S5,D7","[{'name': 'Player1', 'uuid': 'kfyodyvdcqdkjrbevjdiau', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'zifjdpofredizbywnhmwyg', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.03,0
10,raopilaoviktvbmqqowgjz,preflop,call,10,ahqkrgukwtlziqrrjbvgyl,preflop,call,0,raopilaoviktvbmqqowgjz,flop,call,0,ahqkrgukwtlziqrrjbvgyl,flop,call,0,raopilaoviktvbmqqowgjz,turn,call,0,ahqkrgukwtlziqrrjbvgyl,turn,call,0,raopilaoviktvbmqqowgjz,river,call,0,ahqkrgukwtlziqrrjbvgyl,river,call,,,,,"S6,HJ,DQ,CT,H8",river,20,1010,1,,,"H2,HK","[{'name': 'Player1', 'uuid': 'ahqkrgukwtlziqrrjbvgyl', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'raopilaoviktvbmqqowgjz', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.2,1
10,qhdpvrjfyyafaibuskiaai,preflop,call,10,eumsctmvdxvpcrjpueqymq,preflop,call,0,qhdpvrjfyyafaibuskiaai,flop,call,990,eumsctmvdxvpcrjpueqymq,flop,raise,990,qhdpvrjfyyafaibuskiaai,flop,call,,,,,,,,,,,,,,,,,"H5,CJ,S7",river,2000,2000,1,,,"C6,S5","[{'name': 'Player1', 'uuid': 'eumsctmvdxvpcrjpueqymq', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'qhdpvrjfyyafaibuskiaai', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.7,1
10,xjqqivjgqgnsenayjiwecw,preflop,call,10,nbquifnumolddetkaqwjdk,preflop,call,0,xjqqivjgqgnsenayjiwecw,flop,call,990,nbquifnumolddetkaqwjdk,flop,raise,990,xjqqivjgqgnsenayjiwecw,flop,call,,,,,,,,,,,,,,,,,"H6,S2,D8",river,2000,0,1,,,"HJ,S8","[{'name': 'Player1', 'uuid': 'nbquifnumolddetkaqwjdk', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'xjqqivjgqgnsenayjiwecw', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.75,0
10,vnwetrgxalajftwwamhyiw,preflop,call,10,mcvaydugelmooqysqgcoav,preflop,call,0,vnwetrgxalajftwwamhyiw,flop,call,0,mcvaydugelmooqysqgcoav,flop,call,0,vnwetrgxalajftwwamhyiw,turn,call,0,mcvaydugelmooqysqgcoav,turn,call,0,vnwetrgxalajftwwamhyiw,river,call,0,mcvaydugelmooqysqgcoav,river,call,,,,,"C3,H5,D3,SJ,CA",river,20,1010,1,,,"H6,C6","[{'name': 'Player1', 'uuid': 'mcvaydugelmooqysqgcoav', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'vnwetrgxalajftwwamhyiw', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.67,1
10,cowzuhiyblpwcmgqtrmday,preflop,call,10,mhebzxscoturyqfeuckttc,preflop,call,0,cowzuhiyblpwcmgqtrmday,flop,call,990,mhebzxscoturyqfeuckttc,flop,raise,990,cowzuhiyblpwcmgqtrmday,flop,call,,,,,,,,,,,,,,,,,"SQ,DJ,HJ",river,2000,2000,1,,,"H7,SJ","[{'name': 'Player1', 'uuid': 'mhebzxscoturyqfeuckttc', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'cowzuhiyblpwcmgqtrmday', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.92,1
10,wfspzgofrbsedummxaenpy,preflop,call,10,ssumtbssyoqvicjaqbjaan,preflop,call,0,wfspzgofrbsedummxaenpy,flop,call,0,ssumtbssyoqvicjaqbjaan,flop,call,0,wfspzgofrbsedummxaenpy,turn,call,990,ssumtbssyoqvicjaqbjaan,turn,raise,990,wfspzgofrbsedummxaenpy,turn,call,,,,,,,,,"HA,H3,SJ,C2",river,2000,2000,1,,,"DJ,C4","[{'name': 'Player1', 'uuid': 'ssumtbssyoqvicjaqbjaan', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'wfspzgofrbsedummxaenpy', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,turn,0.71,1
10,xemdndrefscgpmxftsbcxg,preflop,call,10,mdbvjqlcdveywesrzeawqu,preflop,call,0,xemdndrefscgpmxftsbcxg,flop,call,0,mdbvjqlcdveywesrzeawqu,flop,call,0,xemdndrefscgpmxftsbcxg,turn,call,0,mdbvjqlcdveywesrzeawqu,turn,call,0,xemdndrefscgpmxftsbcxg,river,call,0,mdbvjqlcdveywesrzeawqu,river,call,,,,,"S9,S7,HT,CT,D2",river,20,1010,1,,,"S5,H6","[{'name': 'Player1', 'uuid': 'mdbvjqlcdveywesrzeawqu', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'xemdndrefscgpmxftsbcxg', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.06,1
1000,dbonkbnthfcuipneiqzvku,preflop,raise,1000,fkfxdmjyjnqfcicnoicugp,preflop,call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,river,2000,0,1,,,"SQ,HT","[{'name': 'Player1', 'uuid': 'fkfxdmjyjnqfcicnoicugp', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'dbonkbnthfcuipneiqzvku', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,preflop,0.58,0
10,axdevvmkfwtaauedadmjkq,preflop,call,10,biwgoxcuwtjdlnrxxtesac,preflop,call,990,axdevvmkfwtaauedadmjkq,flop,raise,990,biwgoxcuwtjdlnrxxtesac,flop,call,,,,,,,,,,,,,,,,,,,,,"C8,C3,HA",river,2000,0,1,,,"S7,H5","[{'name': 'Player1', 'uuid': 'biwgoxcuwtjdlnrxxtesac', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'axdevvmkfwtaauedadmjkq', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.29,0
10,uiqiogexduwvdhoylqicdx,preflop,call,10,iekiaariimyjymaoavttzp,preflop,call,0,uiqiogexduwvdhoylqicdx,flop,call,0,iekiaariimyjymaoavttzp,flop,call,0,uiqiogexduwvdhoylqicdx,turn,call,0,iekiaariimyjymaoavttzp,turn,call,0,uiqiogexduwvdhoylqicdx,river,call,0,iekiaariimyjymaoavttzp,river,call,,,,,"S5,S2,HK,H4,D6",river,20,990,1,,,"SA,SJ","[{'name': 'Player1', 'uuid': 'iekiaariimyjymaoavttzp', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'uiqiogexduwvdhoylqicdx', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.31,0
10,giipfaiocezcsvbszkkqpl,preflop,call,10,dwslbzhkroijatjckxuwvn,preflop,call,0,giipfaiocezcsvbszkkqpl,flop,call,0,dwslbzhkroijatjckxuwvn,flop,call,0,giipfaiocezcsvbszkkqpl,turn,call,990,dwslbzhkroijatjckxuwvn,turn,raise,990,giipfaiocezcsvbszkkqpl,turn,call,,,,,,,,,"H2,C3,S9,S4",river,2000,2000,1,,,"C4,HQ","[{'name': 'Player1', 'uuid': 'dwslbzhkroijatjckxuwvn', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'giipfaiocezcsvbszkkqpl', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,turn,0.72,1
10,hzyekzwnwdracewubjofcs,preflop,call,10,mprkdncdugkyluruvcqkhk,preflop,call,990,hzyekzwnwdracewubjofcs,flop,raise,990,mprkdncdugkyluruvcqkhk,flop,call,,,,,,,,,,,,,,,,,,,,,"S2,ST,DK",river,2000,0,1,,,"H6,D4","[{'name': 'Player1', 'uuid': 'mprkdncdugkyluruvcqkhk', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'hzyekzwnwdracewubjofcs', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.2,0
10,omzfkkjrruwtfugvejjreq,preflop,call,10,xpbsygrmkaorhbufjqpwgh,preflop,call,0,omzfkkjrruwtfugvejjreq,flop,call,0,xpbsygrmkaorhbufjqpwgh,flop,call,0,omzfkkjrruwtfugvejjreq,turn,call,0,xpbsygrmkaorhbufjqpwgh,turn,call,0,omzfkkjrruwtfugvejjreq,river,call,990,xpbsygrmkaorhbufjqpwgh,river,raise,990,omzfkkjrruwtfugvejjreq,river,call,"SJ,H9,H7,S4,D2",river,2000,2000,1,,,"H4,S2","[{'name': 'Player1', 'uuid': 'xpbsygrmkaorhbufjqpwgh', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'omzfkkjrruwtfugvejjreq', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.92,1
10,nuiuyxmblrskjbuwkioujf,preflop,call,1000,kuwsansutoegbvhfpgewmw,preflop,raise,1000,nuiuyxmblrskjbuwkioujf,preflop,call,,,,,,,,,,,,,,,,,,,,,,,,,,river,2000,2000,1,,,"HK,CK","[{'name': 'Player1', 'uuid': 'kuwsansutoegbvhfpgewmw', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'nuiuyxmblrskjbuwkioujf', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,preflop,0.79,1
10,mcmvtumrtpgympcyfxacxw,preflop,call,10,lscmkszdzwarslcslknfcf,preflop,call,0,mcmvtumrtpgympcyfxacxw,flop,call,0,lscmkszdzwarslcslknfcf,flop,call,0,mcmvtumrtpgympcyfxacxw,turn,call,0,lscmkszdzwarslcslknfcf,turn,call,990,mcmvtumrtpgympcyfxacxw,river,raise,990,lscmkszdzwarslcslknfcf,river,call,,,,,"C7,HJ,DT,S9,D9",river,2000,0,1,,,"S6,D7","[{'name': 'Player1', 'uuid': 'lscmkszdzwarslcslknfcf', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'mcmvtumrtpgympcyfxacxw', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,river,0.5,0
